Filename,FILTER,DATE-OBS,DETECTOR,XTENSION,BITPIX,NAXIS,NAXIS1,NAXIS2,PCOUNT,GCOUNT,EXTNAME,MJD-BEG,MJD-AVG,MJD-END,TDB-BEG,TDB-MID,TDB-END,XPOSURE,TELAPSE,,REFFRAME,EPH_TYPE,EPH_TIME,JWST_X,JWST_Y,JWST_Z,OBSGEO-X,OBSGEO-Y,OBSGEO-Z,JWST_DX,JWST_DY,JWST_DZ,OBSGEODX,OBSGEODY,OBSGEODZ,PA_APER,VA_SCALE,BUNIT,PHOTMJSR,PHOTUJA2,PIXAR_SR,PIXAR_A2,RADESYS,RA_V1,DEC_V1,PA_V3,WCSAXES,CRPIX1,CRPIX2,CRVAL1,CRVAL2,CTYPE1,CTYPE2,CUNIT1,CUNIT2,CD1_1,CD1_2,CD2_1,CD2_2,S_REGION,V2_REF,V3_REF,VPARITY,V3I_YANG,RA_REF,DEC_REF,ROLL_REF,VELOSYS,A_ORDER,B_ORDER,AP_ORDER,BP_ORDER,A_0_2,A_0_3,A_1_1,A_1_2,A_2_0,A_2_1,A_3_0,B_0_2,B_0_3,B_1_1,B_1_2,B_2_0,B_2_1,B_3_0,AP_0_2,AP_0_3,AP_1_1,AP_1_2,AP_2_0,AP_2_1,AP_3_0,BP_0_2,BP_0_3,BP_1_1,BP_1_2,BP_2_0,BP_2_1,BP_3_0,EXTVER,A_0_4,A_1_3,A_2_2,A_3_1,A_4_0,B_0_4,B_1_3,B_2_2,B_3_1,B_4_0,AP_0_4,AP_1_3,AP_2_2,AP_3_1,AP_4_0,BP_0_4,BP_1_3,BP_2_2,BP_3_1,BP_4_0
jw04446002001_02105_00003_nrcb4_cal.fits,F200W,2023-04-22,NRCB4,IMAGE,-32,2,2048,2048,0,1,SCI,6.0056995239579e+04,6.0056997849211e+04,6.0057000458843e+04,6.0056998539153e+04,6.0057001148602e+04,6.0057003758052e+04,4.2947100000000e+02,4.4020800000000e+02,N/A,EME2000,Definitive,6.0056997849211e+04,-1.2920911115590e+08,-7.4944877495951e+07,-3.2192277162664e+07,-7.3574619972779e+08,-1.1323811317430e+09,-2.3058791184412e+08,1.5717779435031e+01,-2.3503316920918e+01,-1.0319792014822e+01,2.8039955790982e+02,-2.7232982965728e+02,-2.4824749280569e+02,1.3800140942472e+02,9.9993022981869e-01,MJy/sr,1.7970000505447e+00,4.2237462866784e+01,2.3100000000000e-14,9.8140000000000e-04,ICRS,1.7191102360963e+02,4.2343719882144e+01,1.3841272542882e+02,2,1.0245000000000e+03,1.0245000000000e+03,1.7179499099471e+02,4.2462890791727e+01,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,6.4729743996999e-06,5.8390731736964e-06,5.7778929322207e-06,-6.4840508217966e-06,POLYGON ICRS  171.777774455 42.463596193 171.794164303 42.450357207 171.811979170 42.462150372 171.795926197 42.475487517,-5.4340619000000e+01,-5.2565799500000e+02,-1,-3.3302260000000e-01,1.7179494932540e+02,4.2462892693615e+01,1.3833443202472e+02,2.0911590000000e+04,4,4,4,4,5.5796191004462e-07,-8.8528826566719e-12,-6.8031203665040e-06,3.9995361075064e-10,-1.9273327661588e-06,3.5756033568581e-11,3.1938721677351e-10,-4.7517727444430e-06,3.5213279154112e-10,-2.6023227853916e-06,1.5227546642461e-11,2.0264166405562e-06,3.1188940330183e-10,-1.7057581013266e-11,-5.5789113280957e-07,4.1008599519443e-12,6.8028665986307e-06,-3.2284471582517e-10,1.9277647796278e-06,2.8942361439163e-11,-3.2281645931700e-10,4.7515592092559e-06,-3.0667938131502e-10,2.6026704670265e-06,4.0205217441533e-11,-2.0259609040345e-06,-3.4767041087110e-10,2.6603157593816e-12,1,-1.0724399226870e-13,-3.5194488433677e-15,-9.9443142476598e-14,-1.4575699539700e-14,-1.2609423387950e-13,-3.0660959433096e-14,3.5974540061631e-14,1.1055461649327e-14,1.7147525770823e-15,3.3346060705210e-14,1.0768704735789e-13,-7.0240827592602e-15,9.5518106743281e-14,5.3238980729781e-15,1.2236965082733e-13,2.2898122936494e-14,-3.9778203591575e-14,-1.6456009024287e-14,-5.6830685353968e-15,-3.1743106652001e-14
jw01176251001_02107_00003_nrcb1_cal.fits,F200W,2023-03-30,NRCB1,IMAGE,-32,2,2048,2048,0,1,SCI,6.0033296957841e+04,6.0033300064546e+04,6.0033303171250e+04,6.0033301662936e+04,6.0033304769495e+04,6.0033307876053e+04,5.2610200000000e+02,5.2610200000000e+02,N/A,EME2000,Definitive,6.0033300064546e+04,-1.5003990249600e+08,-2.1841705481988e+07,-9.0562856496894e+06,-1.1742346934364e+09,-2.7067540656171e+08,2.5937425581335e+08,4.2665918692260e+00,-2.7642602785669e+01,-1.1948073586352e+01,7.1648543695506e+01,-5.3447065568617e+02,-1.9670098404088e+02,1.5802833075953e+02,9.9995304073802e-01,MJy/sr,2.0559999942780e+00,4.8325109053892e+01,2.2300000000000e-14,9.4530000000000e-04,ICRS,1.7185634123706e+02,4.2349011585471e+01,1.5769889771239e+02,2,1.0245000000000e+03,1.0245000000000e+03,1.7183360372345e+02,4.2479535673061e+01,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,7.9119225203530e-06,3.2001785169436e-06,3.1800130785989e-06,-7.9321179930152e-06,POLYGON ICRS  171.818121099 42.484395299 171.827145454 42.468157406 171.848999799 42.474656331 171.840239813 42.490929877,-1.2242798600000e+02,-4.5770675400000e+02,-1,3.4481904000000e-01,1.7183358577327e+02,4.2479545332098e+01,1.5768351171953e+02,1.4086620000000e+04,3,3,3,3,1.1935385467963e-06,-6.6417502737742e-12,-5.3121067889036e-06,3.7697439261670e-10,1.2880755344151e-07,2.6402953980864e-12,3.0744547304827e-10,-2.5516007436520e-06,2.8928969020566e-10,-1.1336575754265e-06,4.0291984164117e-11,2.8026064051339e-06,3.3514622900545e-10,-4.3275906873516e-13,-1.1922114689409e-06,-5.4513396859601e-12,5.3020739702575e-06,-3.3673488197592e-10,-1.2843491391309e-07,7.7009602981331e-12,-3.2151723354425e-10,2.5473932611863e-06,-2.7696522168246e-10,1.1319971493583e-06,-1.9052228348222e-11,-2.8002432979373e-06,-3.7718536576296e-10,-2.1815008125073e-12,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
jw04446002001_02105_00004_nrcb4_cal.fits,F200W,2023-04-23,NRCB4,IMAGE,-32,2,2048,2048,0,1,SCI,6.0057001329209e+04,6.0057003938841e+04,6.0057006548472e+04,6.0057004628358e+04,6.0057007237807e+04,6.0057009847257e+04,4.2947100000000e+02,4.4020800000000e+02,N/A,EME2000,Definitive,6.0057003938841e+04,-1.2920084069177e+08,-7.4957243221053e+07,-3.2197706484306e+07,-7.3559870889276e+08,-1.1325244140861e+09,-2.3071832514985e+08,1.5720402260758e+01,-2.3501724895290e+01,-1.0319127913464e+01,2.8040518660701e+02,-2.7226478361072e+02,-2.4824625759426e+02,1.3800246021703e+02,9.9993022640340e-01,MJy/sr,1.7970000505447e+00,4.2237462866784e+01,2.3100000000000e-14,9.8140000000000e-04,ICRS,1.7191246210863e+02,4.2342435208381e+01,1.3841377070814e+02,2,1.0245000000000e+03,1.0245000000000e+03,1.7179643482010e+02,4.2461607685177e+01,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,6.4730803416852e-06,5.8389542368126e-06,5.7777741987036e-06,-6.4841578857731e-06,POLYGON ICRS  171.779218651 42.462313319 171.795607834 42.449074111 171.813422628 42.460867035 171.797370317 42.474204398,-5.4340619000000e+01,-5.2565799500000e+02,-1,-3.3302260000000e-01,1.7179639315168e+02,4.2461609587629e+01,1.3833548281703e+02,2.0912720000000e+04,4,4,4,4,5.5796191087164e-07,-8.8528826072774e-12,-6.8031203691036e-06,3.9995361144729e-10,-1.9273327641624e-06,3.5756033629651e-11,3.1938721578796e-10,-4.7517727425251e-06,3.5213279237906e-10,-2.6023227854268e-06,1.5227546106137e-11,2.0264166443918e-06,3.1188940325714e-10,-1.7057580339812e-11,-5.5789113362895e-07,4.1008598895216e-12,6.8028666012094e-06,-3.2284471653957e-10,1.9277647776153e-06,2.8942361374923e-11,-3.2281645835332e-10,4.7515592073211e-06,-3.0667938212039e-10,2.6026704670568e-06,4.0205217995677e-11,-2.0259609078538e-06,-3.4767041078622e-10,2.6603150971249e-12,1,-1.0724399184284e-13,-3.5194471284883e-15,-9.9443144474486e-14,-1.4575698036182e-14,-1.2609423413618e-13,-3.0660960285458e-14,3.5974539548316e-14,1.1055459280800e-14,1.7147530039207e-15,3.3346058660208e-14,1.0768704692920e-13,-7.0240844936039e-15,9.5518108725000e-14,5.3238966282438e-15,1.2236965111118e-13,2.2898123787657e-14,-3.9778203071950e-14,-1.6456006648598e-14,-5.6830689766273e-15,-3.1743104630886e-14
jw04446003001_02105_00003_nrcb1_cal.fits,F200W,2023-05-09,NRCB1,IMAGE,-32,2,2048,2048,0,1,SCI,6.0073609167623e+04,6.0073611777255e+04,6.0073614386887e+04,6.0073611227366e+04,6.0073613836793e+04,6.0073616446220e+04,4.2947100000000e+02,4.4020800000000e+02,N/A,EME2000,Definitive,6.0073611777255e+04,-1.0189245954765e+08,-1.0516906716369e+08,-4.5517957398500e+07,-3.2657412157539e+08,-1.3958726898769e+09,-5.6913296177038e+08,2.2061028159843e+01,-1.8352021986398e+01,-8.1251076019230e+00,2.7484313384030e+02,-8.9085195225857e+01,-2.0871978785356e+02,1.2759218343988e+02,9.9992155792691e-01,MJy/sr,2.0559999942780e+00,4.8325109053892e+01,2.2300000000000e-14,9.4530000000000e-04,ICRS,1.7194373343481e+02,4.2359851406171e+01,1.2732075147137e+02,2,1.0245000000000e+03,1.0245000000000e+03,1.7183464502788e+02,4.2463925340639e+01,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,5.2104978937890e-06,6.7772188009594e-06,6.7496025372354e-06,-5.2176946090681e-06,POLYGON ICRS  171.817963519 42.462330947 171.836889974 42.451702274 171.851266959 42.465470675 171.832539248 42.476227971,-1.2237890300000e+02,-4.5773081800000e+02,-1,3.4507233000000e-01,1.7183460452528e+02,4.2463920155216e+01,1.2724711110988e+02,2.3519350000000e+04,3,3,3,3,1.1935385457884e-06,-6.6417512747926e-12,-5.3121067996601e-06,3.7697439224724e-10,1.2880755276648e-07,2.6402961297754e-12,3.0744547261956e-10,-2.5516007433515e-06,2.8928968880935e-10,-1.1336575747994e-06,4.0291984218584e-11,2.8026064108820e-06,3.3514622827981e-10,-4.3275923221269e-13,-1.1922114679325e-06,-5.4513386970287e-12,5.3020739810168e-06,-3.3673488146213e-10,-1.2843491324456e-07,7.7009595987249e-12,-3.2151723318549e-10,2.5473932609031e-06,-2.7696522028900e-10,1.1319971487379e-06,-1.9052228385693e-11,-2.8002433036866e-06,-3.7718536519579e-10,-2.1815006583414e-12,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
jw04446003001_02105_00004_nrcb4_cal.fits,F200W,2023-05-09,NRCB4,IMAGE,-32,2,2048,2048,0,1,SCI,6.0073615132797e+04,6.0073617742429e+04,6.0073620352060e+04,6.0073617192072e+04,6.0073619801499e+04,6.0073622410926e+04,4.2947100000000e+02,4.4020800000000e+02,N/A,EME2000,Definitive,6.0073617742429e+04,-1.0188108898602e+08,-1.0517852508680e+08,-4.5522144770803e+07,-3.2643247764595e+08,-1.3959185858561e+09,-5.6924052667557e+08,2.2062992084245e+01,-1.8349911093787e+01,-8.1241953775824e+00,2.7481313703675e+02,-8.9016587993223e+01,-2.0869118371500e+02,1.2689108323445e+02,9.9992153105844e-01,MJy/sr,1.7970000505447e+00,4.2237462866784e+01,2.3100000000000e-14,9.8140000000000e-04,ICRS,1.7194548015051e+02,4.2358795549937e+01,1.2732190804514e+02,2,1.0245000000000e+03,1.0245000000000e+03,1.7180053307447e+02,4.2459240678789e+01,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,5.2382188626457e-06,6.9790452081938e-06,6.9168777372157e-06,-5.2372983374621e-06,POLYGON ICRS  171.783456427 42.457485451 171.802994964 42.446824540 171.817395456 42.460929128 171.798159852 42.471734105,-5.4340619000000e+01,-5.2565799500000e+02,-1,-3.3302260000000e-01,1.7180049169211e+02,4.2459236621493e+01,1.2722410583445e+02,2.3519910000000e+04,4,4,4,4,5.5796191815208e-07,-8.8528830648704e-12,-6.8031203719691e-06,3.9995360983247e-10,-1.9273327561323e-06,3.5756033575153e-11,3.1938721586174e-10,-4.7517727360079e-06,3.5213279235253e-10,-2.6023227849119e-06,1.5227546099635e-11,2.0264166521683e-06,3.1188940343507e-10,-1.7057581529258e-11,-5.5789114090422e-07,4.1008604161987e-12,6.8028666040822e-06,-3.2284471480774e-10,1.9277647696131e-06,2.8942361574258e-11,-3.2281645840261e-10,4.7515592008073e-06,-3.0667938202499e-10,2.6026704665560e-06,4.0205218051835e-11,-2.0259609156095e-06,-3.4767041094500e-10,2.6603162940679e-12,1,-1.0724399651264e-13,-3.5194484805656e-15,-9.9443147587169e-14,-1.4575698116919e-14,-1.2609424016263e-13,-3.0660964419966e-14,3.5974539102116e-14,1.1055455371308e-14,1.7147529921593e-15,3.3346055110544e-14,1.0768705159893e-13,-7.0240830877527e-15,9.5518111851155e-14,5.3238966702812e-15,1.2236965711327e-13,2.2898127924288e-14,-3.9778202619102e-14,-1.6456002776511e-14,-5.6830689518142e-15,-3.1743101085655e-14
jw01176251001_02107_00001_nrcb2_cal.fits,F200W,2023-03-30,NRCB2,IMAGE,-32,2,2048,2048,0,1,SCI,6.0033281548223e+04,6.0033284654928e+04,6.0033287761632e+04,6.0033286254042e+04,6.0033289360600e+04,6.0033292467159e+04,5.2610200000000e+02,5.2610200000000e+02,N/A,EME2000,Definitive,6.0033284654928e+04,-1.5004557764850e+08,-2.1804901567929e+07,-9.0403778295618e+06,-1.1743299329679e+09,-2.6996379459614e+08,2.5963606398428e+08,4.2585557942194e+00,-2.7643806088206e+01,-1.1948467568024e+01,7.1419189859041e+01,-5.3450448274958e+02,-1.9658414969298e+02,1.5852547057423e+02,9.9995304814497e-01,MJy/sr,1.9689999818802e+00,4.6280223305588e+01,2.2900000000000e-14,9.7320000000000e-04,ICRS,1.7185924436747e+02,4.2348032268460e+01,1.5770077924382e+02,2,1.0245000000000e+03,1.0245000000000e+03,1.7182691485556e+02,4.2495983714752e+01,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,8.0365287793143e-06,3.1813013195409e-06,3.1719642259643e-06,-8.0864239235724e-06,POLYGON ICRS  171.811250184 42.501030926 171.820260560 42.484484158 171.842433646 42.490957586 171.833758135 42.507558996,-1.2267993300000e+02,-5.2542087800000e+02,-1,8.4655599000000e-01,1.7182689677048e+02,4.2495993632848e+01,1.5767891458423e+02,1.4081150000000e+04,3,3,3,3,1.2080956422167e-06,-1.9578898331297e-11,-6.7735845224871e-06,4.3199568324752e-10,1.8015399869695e-07,3.9399522551602e-12,3.2982165875152e-10,-4.7430352643589e-06,3.6506172863875e-10,-1.0877636879484e-06,1.3963490584454e-11,2.0618495501174e-06,3.8371811361584e-10,1.2696810944308e-11,-1.2063176685090e-06,2.3569414109874e-15,6.7576962926628e-06,-3.5513885149691e-10,-1.7972354639716e-07,4.3633961042117e-12,-3.4278058875547e-10,4.7332714822815e-06,-3.2042997990235e-10,1.0859223934017e-06,1.3716637909122e-11,-2.0608963502757e-06,-4.2906935536639e-10,-1.4314183842701e-11,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
jw04446003001_02105_00003_nrcb3_cal.fits,F200W,2023-05-09,NRCB3,IMAGE,-32,2,2048,2048,0,1,SCI,6.0073609167623e+04,6.0073611777255e+04,6.0073614386887e+04,6.0073611227366e+04,6.0073613836793e+04,6.0073616446220e+04,4.2947100000000e+02,4.4020800000000e+02,N/A,EME2000,Definitive,6.0073611777255e+04,-1.0189245954765e+08,-1.0516906716369e+08,-4.5517957398500e+07,-3.2657412157539e+08,-1.3958726898769e+09,-5.6913296177038e+08,2.2061028159843e+01,-1.8352021986398e+01,-8.1251076019230e+00,2.7484313384030e+02,-8.9085195225857e+01,-2.0871978785356e+02,1.2678930057820e+02,9.9992153877768e-01,MJy/sr,1.9579999446869e+00,4.6021673695451e+01,2.2500000000000e-14,9.5310000000000e-04,ICRS,1.7194373343481e+02,4.2359851406171e+01,1.2732075147137e+02,2,1.0245000000000e+03,1.0245000000000e+03,1.7181919413496e+02,4.2448928179600e+01,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,5.1319027319710e-06,6.8776089178210e-06,6.8543446720512e-06,-5.1422435950946e-06,POLYGON ICRS  171.802451818 42.447135094 171.821679714 42.436646826 171.835807287 42.450645618 171.816831657 42.461233849,-5.4559807000000e+01,-4.5773114900000e+02,-1,-4.4742133000000e-01,1.7181915185096e+02,4.2448923045665e+01,1.2723672190820e+02,2.3519350000000e+04,4,4,4,4,5.6047662453483e-07,-1.1353731471474e-11,-5.3098857227542e-06,4.1372957551109e-10,-1.9325717043736e-06,1.9677494404669e-11,3.1509275013719e-10,-2.5842647804625e-06,3.1777203731444e-10,-2.4923285595508e-06,-2.3255309605784e-11,2.8275036773076e-06,3.4221258867077e-10,-1.8267469006927e-11,-5.6016910694049e-07,7.8637600061453e-12,5.3097363123862e-06,-3.7407464854314e-10,1.9327795720519e-06,2.9393431138417e-11,-3.2025478624933e-10,2.5837969228673e-06,-3.0496480536837e-10,2.4925762036596e-06,5.8089739058209e-11,-2.8271348749463e-06,-3.7300568996690e-10,-1.1117759477941e-13,1,-9.1381894355502e-14,-7.1894987571232e-16,-1.0116568905943e-13,6.6938820819833e-15,-6.4414185518140e-14,2.0326593779453e-14,-3.8203165709952e-14,7.0088872865970e-15,-1.1272423651032e-14,-3.3716400879420e-14,9.1578252181376e-14,-6.9485611976066e-15,9.7410659520912e-14,-1.2971357588984e-14,6.0997792828347e-14,-2.3749299603189e-14,3.4776624134708e-14,-8.5659837715763e-15,6.9365999401858e-15,3.6274865520387e-14
jw04446003001_02105_00004_nrcb3_cal.fits,F200W,2023-05-09,NRCB3,IMAGE,-32,2,2048,2048,0,1,SCI,6.0073615132797e+04,6.0073617742429e+04,6.0073620352060e+04,6.0073617192072e+04,6.0073619801499e+04,6.0073622410926e+04,4.2947100000000e+02,4.4020800000000e+02,N/A,EME2000,Definitive,6.0073617742429e+04,-1.0188108898602e+08,-1.0517852508680e+08,-4.5522144770803e+07,-3.2643247764595e+08,-1.3959185858561e+09,-5.6924052667557e+08,2.2062992084245e+01,-1.8349911093787e+01,-8.1241953775824e+00,2.7481313703675e+02,-8.9016587993223e+01,-2.0869118371500e+02,1.2679046190372e+02,9.9992153727162e-01,MJy/sr,1.9579999446869e+00,4.6021673695451e+01,2.2500000000000e-14,9.5310000000000e-04,ICRS,1.7194548015051e+02,4.2358795549937e+01,1.2732190804514e+02,2,1.0245000000000e+03,1.0245000000000e+03,1.7182094538484e+02,4.2447874183470e+01,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,5.1320416534585e-06,6.8775046782391e-06,6.8542406421052e-06,-5.1423829881147e-06,POLYGON ICRS  171.804203300 42.446081349 171.823430584 42.435592792 171.837558304 42.449591373 171.818583284 42.460179889,-5.4559807000000e+01,-4.5773114900000e+02,-1,-4.4742133000000e-01,1.7182090310141e+02,4.2447869050167e+01,1.2723788323372e+02,2.3519910000000e+04,4,4,4,4,5.6047661982402e-07,-1.1353731854426e-11,-5.3098857212806e-06,4.1372957547661e-10,-1.9325717101274e-06,1.9677494510503e-11,3.1509275086795e-10,-2.5842647819165e-06,3.1777203696359e-10,-2.4923285582069e-06,-2.3255309251263e-11,2.8275036736844e-06,3.4221258852023e-10,-1.8267467793074e-11,-5.6016910223520e-07,7.8637603894134e-12,5.3097363109092e-06,-3.7407464852727e-10,1.9327795777865e-06,2.9393431006095e-11,-3.2025478700409e-10,2.5837969243216e-06,-3.0496480502327e-10,2.4925762023176e-06,5.8089738705850e-11,-2.8271348713136e-06,-3.7300568983399e-10,-1.1117882019022e-13,1,-9.1381891667778e-14,-7.1895184918916e-16,-1.0116568659914e-13,6.6938824564288e-15,-6.4414182115394e-14,2.0326594795729e-14,-3.8203166885484e-14,7.0088876156098e-15,-1.1272424023864e-14,-3.3716397987024e-14,9.1578249507826e-14,-6.9485592335938e-15,9.7410657052836e-14,-1.2971357959475e-14,6.0997789433796e-14,-2.3749300621684e-14,3.4776625297339e-14,-8.5659840846961e-15,6.9366002919240e-15,3.6274862606479e-14
jw01176251001_02107_00001_nrcb4_cal.fits,F200W,2023-03-30,NRCB4,IMAGE,-32,2,2048,2048,0,1,SCI,6.0033281548223e+04,6.0033284654928e+04,6.0033287761632e+04,6.0033286254042e+04,6.0033289360600e+04,6.0033292467159e+04,5.2610200000000e+02,5.2610200000000e+02,N/A,EME2000,Definitive,6.0033284654928e+04,-1.5004557764850e+08,-2.1804901567929e+07,-9.0403778295618e+06,-1.1743299329679e+09,-2.6996379459614e+08,2.5963606398428e+08,4.2585557942194e+00,-2.7643806088206e+01,-1.1948467568024e+01,7.1419189859041e+01,-5.3450448274958e+02,-1.9658414969298e+02,1.5732460141986e+02,9.9995302215297e-01,MJy/sr,1.7970000505447e+00,4.2237462866784e+01,2.3100000000000e-14,9.8140000000000e-04,ICRS,1.7185924436747e+02,4.2348032268460e+01,1.5770077924382e+02,2,1.0245000000000e+03,1.0245000000000e+03,1.7180308729519e+02,4.2488830418988e+01,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,8.0207016895806e-06,3.3639342470551e-06,3.3098671833760e-06,-8.0514040987917e-06,POLYGON ICRS  171.787150171 42.493700011 171.796682125 42.477204720 171.818792170 42.483983669 171.809625324 42.500488934,-5.4386704000000e+01,-5.2563030700000e+02,-1,-3.3826590000000e-01,1.7180306883124e+02,4.2488840139712e+01,1.5766286731986e+02,1.4081150000000e+04,4,4,4,4,5.5796191206461e-07,-8.8528835820925e-12,-6.8031203603679e-06,3.9995361101776e-10,-1.9273327635423e-06,3.5756033313117e-11,3.1938721621492e-10,-4.7517727418689e-06,3.5213279240699e-10,-2.6023227854467e-06,1.5227546231652e-11,2.0264166413661e-06,3.1188940329801e-10,-1.7057582001282e-11,-5.5789113482485e-07,4.1008609052144e-12,6.8028665924788e-06,-3.2284471624386e-10,1.9277647770116e-06,2.8942361635774e-11,-3.2281645871317e-10,4.7515592066688e-06,-3.0667938213728e-10,2.6026704670766e-06,4.0205217838684e-11,-2.0259609048266e-06,-3.4767041066124e-10,2.6603167807793e-12,1,-1.0724399370592e-13,-3.5194477745548e-15,-9.9443144286631e-14,-1.4575697862587e-14,-1.2609423563064e-13,-3.0660960617223e-14,3.5974539113726e-14,1.1055458592939e-14,1.7147537296340e-15,3.3346057413791e-14,1.0768704881258e-13,-7.0240838103907e-15,9.5518108538564e-14,5.3238964393393e-15,1.2236965259301e-13,2.2898124118850e-14,-3.9778202647197e-14,-1.6456005972413e-14,-5.6830696507901e-15,-3.1743103373968e-14
jw04446003001_02105_00002_nrcb1_cal.fits,F200W,2023-05-09,NRCB1,IMAGE,-32,2,2048,2048,0,1,SCI,6.0073603078734e+04,6.0073605688366e+04,6.0073608297998e+04,6.0073605138955e+04,6.0073607748382e+04,6.0073610357809e+04,4.2947100000000e+02,4.4020800000000e+02,N/A,EME2000,Definitive,6.0073605688366e+04,-1.0190406488571e+08,-1.0515941196545e+08,-4.5513682697080e+07,-3.2671871911178e+08,-1.3958258054836e+09,-5.6902315077618e+08,2.2059023257460e+01,-1.8354176486620e+01,-8.1260386639023e+00,2.7487371665578e+02,-8.9155241346185e+01,-2.0874898371610e+02,1.2759303490762e+02,9.9992156167390e-01,MJy/sr,2.0559999942780e+00,4.8325109053892e+01,2.2300000000000e-14,9.4530000000000e-04,ICRS,1.7194516258298e+02,4.2361142455386e+01,1.2732160485684e+02,2,1.0245000000000e+03,1.0245000000000e+03,1.7183607402667e+02,4.2465217588115e+01,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,5.2105982181706e-06,6.7771412857640e-06,6.7495251288919e-06,-5.2177953438724e-06,POLYGON ICRS  171.819392141 42.463623378 171.838318773 42.452994497 171.852696332 42.466762740 171.833968452 42.477520242,-1.2237890300000e+02,-4.5773081800000e+02,-1,3.4507233000000e-01,1.7183603352313e+02,4.2465212403136e+01,1.2724796257762e+02,2.3518780000000e+04,3,3,3,3,1.1935385462485e-06,-6.6417515167334e-12,-5.3121067991434e-06,3.7697439257186e-10,1.2880755203342e-07,2.6402957517178e-12,3.0744547228828e-10,-2.5516007442312e-06,2.8928968986009e-10,-1.1336575752405e-06,4.0291984387307e-11,2.8026064093457e-06,3.3514622831124e-10,-4.3276052384172e-13,-1.1922114683866e-06,-5.4513384571385e-12,5.3020739804969e-06,-3.3673488180327e-10,-1.2843491250751e-07,7.7009599895768e-12,-3.2151723284787e-10,2.5473932617705e-06,-2.7696522134579e-10,1.1319971491905e-06,-1.9052228550007e-11,-2.8002433021501e-06,-3.7718536519109e-10,-2.1814993844817e-12,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
