Filename,FILTER,DATE-OBS,DETECTOR,XTENSION,BITPIX,NAXIS,NAXIS1,NAXIS2,PCOUNT,GCOUNT,EXTNAME,MJD-BEG,MJD-AVG,MJD-END,TDB-BEG,TDB-MID,TDB-END,XPOSURE,TELAPSE,,REFFRAME,EPH_TYPE,EPH_TIME,JWST_X,JWST_Y,JWST_Z,OBSGEO-X,OBSGEO-Y,OBSGEO-Z,JWST_DX,JWST_DY,JWST_DZ,OBSGEODX,OBSGEODY,OBSGEODZ,PA_APER,VA_SCALE,BUNIT,PHOTMJSR,PHOTUJA2,PIXAR_SR,PIXAR_A2,RADESYS,RA_V1,DEC_V1,PA_V3,WCSAXES,CRPIX1,CRPIX2,CRVAL1,CRVAL2,CTYPE1,CTYPE2,CUNIT1,CUNIT2,CD1_1,CD1_2,CD2_1,CD2_2,S_REGION,V2_REF,V3_REF,VPARITY,V3I_YANG,RA_REF,DEC_REF,ROLL_REF,VELOSYS,A_ORDER,B_ORDER,AP_ORDER,BP_ORDER,A_0_2,A_0_3,A_1_1,A_1_2,A_2_0,A_2_1,A_3_0,B_0_2,B_0_3,B_1_1,B_1_2,B_2_0,B_2_1,B_3_0,AP_0_2,AP_0_3,AP_1_1,AP_1_2,AP_2_0,AP_2_1,AP_3_0,BP_0_2,BP_0_3,BP_1_1,BP_1_2,BP_2_0,BP_2_1,BP_3_0,EXTVER,A_0_4,A_1_3,A_2_2,A_3_1,A_4_0,B_0_4,B_1_3,B_2_2,B_3_1,B_4_0,AP_0_4,AP_1_3,AP_2_2,AP_3_1,AP_4_0,BP_0_4,BP_1_3,BP_2_2,BP_3_1,BP_4_0
jw01176251001_02107_00003_nrcb3_cal.fits,F200W,2023-03-30,NRCB3,IMAGE,-32,2,2048,2048,0,1,SCI,6.0033296957841e+04,6.0033300064546e+04,6.0033303171250e+04,6.0033301662936e+04,6.0033304769495e+04,6.0033307876053e+04,5.2610200000000e+02,5.2610200000000e+02,N/A,EME2000,Definitive,6.0033300064546e+04,-1.5003990249600e+08,-2.1841705481988e+07,-9.0562856496894e+06,-1.1742346934364e+09,-2.7067540656171e+08,2.5937425581335e+08,4.2665918692260e+00,-2.7642602785669e+01,-1.1948073586352e+01,7.1648543695506e+01,-5.3447065568617e+02,-1.9670098404088e+02,1.5721595235516e+02,9.9995301497294e-01,MJy/sr,1.9579999446869e+00,4.6021673695451e+01,2.2500000000000e-14,9.5310000000000e-04,ICRS,1.7185634123706e+02,4.2349011585471e+01,1.5769889771239e+02,2,1.0245000000000e+03,1.0245000000000e+03,1.7180997784434e+02,4.2472379187504e+01,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,7.8968991003571e-06,3.3257234813825e-06,3.3109012579607e-06,-7.9175993680267e-06,POLYGON ICRS  171.794303996 42.477090609 171.803689835 42.460860061 171.825486831 42.467651134 171.816391928 42.483872611,-5.4610778000000e+01,-4.5770291300000e+02,-1,-4.5164689000000e-01,1.7180995964019e+02,4.2472388689179e+01,1.5766759924516e+02,1.4086620000000e+04,4,4,4,4,5.6047661943788e-07,-1.1353732469419e-11,-5.3098857104814e-06,4.1372957635966e-10,-1.9325717114107e-06,1.9677493575201e-11,3.1509275037599e-10,-2.5842647859168e-06,3.1777203731896e-10,-2.4923285589667e-06,-2.3255308982723e-11,2.8275036666609e-06,3.4221258938255e-10,-1.8267469076508e-11,-5.6016910184811e-07,7.8637609917963e-12,5.3097363001090e-06,-3.7407464955317e-10,1.9327795790710e-06,2.9393431807390e-11,-3.2025478646717e-10,2.5837969283133e-06,-3.0496480540284e-10,2.4925762030749e-06,5.8089738370664e-11,-2.8271348642965e-06,-3.7300569059627e-10,-1.1117751034665e-13,1,-9.1381891522712e-14,-7.1895122921443e-16,-1.0116568555555e-13,6.6938816704224e-15,-6.4414180608071e-14,2.0326596851724e-14,-3.8203165311487e-14,7.0088911172502e-15,-1.1272423912329e-14,-3.3716397270527e-14,9.1578249367531e-14,-6.9485598436040e-15,9.7410656018453e-14,-1.2971357147786e-14,6.0997787933822e-14,-2.3749302671309e-14,3.4776623720733e-14,-8.5659875901242e-15,6.9366001946451e-15,3.6274861902639e-14
jw04446003001_02105_00001_nrcb1_cal.fits,F200W,2023-05-09,NRCB1,IMAGE,-32,2,2048,2048,0,1,SCI,6.0073596989116e+04,6.0073599598748e+04,6.0073602208380e+04,6.0073599049815e+04,6.0073601659241e+04,6.0073604268668e+04,4.2947100000000e+02,4.4020800000000e+02,N/A,EME2000,Definitive,6.0073599598748e+04,-1.0191567055954e+08,-1.0514975447654e+08,-4.5509406993511e+07,-3.2686335004359e+08,-1.3957788786214e+09,-5.6891331127278e+08,2.2057017865520e+01,-1.8356331071549e+01,-8.1269697549947e+00,2.7490426672468e+02,-8.9225311944881e+01,-2.0877818152569e+02,1.2759436881651e+02,9.9992156419510e-01,MJy/sr,2.0559999942780e+00,4.8325109053892e+01,2.2300000000000e-14,9.4530000000000e-04,ICRS,1.7194690904875e+02,4.2360086016775e+01,1.2732293383355e+02,2,1.0245000000000e+03,1.0245000000000e+03,1.7183782560404e+02,4.2464163021069e+01,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,5.2107553661627e-06,6.7770198250673e-06,6.7494038356953e-06,-5.2179531348291e-06,POLYGON ICRS  171.821143949 42.462569097 171.840069927 42.451939891 171.854447678 42.465707887 171.835720453 42.476465711,-1.2237890300000e+02,-4.5773081800000e+02,-1,3.4507233000000e-01,1.7183778510102e+02,4.2464157836785e+01,1.2724929648651e+02,2.3518220000000e+04,3,3,3,3,1.1935385456802e-06,-6.6417505009060e-12,-5.3121067999358e-06,3.7697439309532e-10,1.2880755260418e-07,2.6402962821619e-12,3.0744547255315e-10,-2.5516007431618e-06,2.8928968951748e-10,-1.1336575754507e-06,4.0291985119261e-11,2.8026064102448e-06,3.3514622843052e-10,-4.3275925192937e-13,-1.1922114678321e-06,-5.4513394685371e-12,5.3020739812832e-06,-3.3673488230786e-10,-1.2843491308206e-07,7.7009594516821e-12,-3.2151723311849e-10,2.5473932607065e-06,-2.7696522100257e-10,1.1319971493825e-06,-1.9052229276759e-11,-2.8002433030479e-06,-3.7718536533205e-10,-2.1815006360288e-12,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
jw01176251001_02107_00003_nrca3_cal.fits,F200W,2023-03-30,NRCA3,IMAGE,-32,2,2048,2048,0,1,SCI,6.0033296958582e+04,6.0033300065286e+04,6.0033303171991e+04,6.0033301663677e+04,6.0033304770235e+04,6.0033307876794e+04,5.2610200000000e+02,5.2610200000000e+02,N/A,EME2000,Definitive,6.0033300065286e+04,-1.5003990222289e+08,-2.1841707251402e+07,-9.0562864144911e+06,-1.1742346888506e+09,-2.7067544076792e+08,2.5937424322430e+08,4.2665922555116e+00,-2.7642602727775e+01,-1.1948073567392e+01,7.1648554722789e+01,-5.3447065405393e+02,-1.9670098965492e+02,1.5791791898394e+02,9.9995295948720e-01,MJy/sr,1.8960000276566e+00,4.4564400952181e+01,2.2647007599476e-14,9.6352079501796e-04,ICRS,1.7185634123717e+02,4.2349011585485e+01,1.5769889771248e+02,2,1.0245000000000e+03,1.0245000000000e+03,1.7176273680985e+02,4.2479202122194e+01,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,8.0356857853298e-06,3.2848959498167e-06,3.3023299568503e-06,-8.0960664591312e-06,POLYGON ICRS  171.746955847 42.484093232 171.756216605 42.467592562 171.778413332 42.474269640 171.769420440 42.490956239,5.1946174000000e+01,-5.2792752700000e+02,-1,2.8210395000000e-01,1.7176278661633e+02,4.2479175731991e+01,1.5763581503394e+02,1.4086620000000e+04,3,3,3,3,-3.8557703579466e-07,-1.1704803387440e-11,-6.8257648429794e-06,4.2319297515177e-10,2.1068960034831e-06,-5.9804028450967e-11,3.1713610857154e-10,-4.7345061700929e-06,3.3946963688973e-10,2.6209980253672e-06,-8.5125424389924e-11,2.0695203611868e-06,3.6697817896771e-10,-7.9284782461238e-12,3.8640197264962e-07,1.7829023781970e-11,6.8101248854966e-06,-3.4687645240167e-10,-2.1024517327918e-06,-3.0157607965242e-12,-3.2145351706945e-10,4.7252456464789e-06,-2.9490724446958e-10,-2.6136303649001e-06,2.8304837142523e-11,-2.0689177327353e-06,-4.0151641573755e-10,2.2011623587871e-11,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
jw01176251001_02107_00003_nrcb4_cal.fits,F200W,2023-03-30,NRCB4,IMAGE,-32,2,2048,2048,0,1,SCI,6.0033296957841e+04,6.0033300064546e+04,6.0033303171250e+04,6.0033301662936e+04,6.0033304769495e+04,6.0033307876053e+04,5.2610200000000e+02,5.2610200000000e+02,N/A,EME2000,Definitive,6.0033300064546e+04,-1.5003990249600e+08,-2.1841705481988e+07,-9.0562856496894e+06,-1.1742346934364e+09,-2.7067540656171e+08,2.5937425581335e+08,4.2665918692260e+00,-2.7642602785669e+01,-1.1948073586352e+01,7.1648543695506e+01,-5.3447065568617e+02,-1.9670098404088e+02,1.5732271435735e+02,9.9995300036799e-01,MJy/sr,1.7970000505447e+00,4.2237462866784e+01,2.3100000000000e-14,9.8140000000000e-04,ICRS,1.7185634123706e+02,4.2349011585471e+01,1.5769889771239e+02,2,1.0245000000000e+03,1.0245000000000e+03,1.7180017701597e+02,4.2489808372512e+01,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,8.0205924985622e-06,3.3641993484779e-06,3.3101312748264e-06,-8.0512931263610e-06,POLYGON ICRS  171.784239426 42.494677577 171.793772265 42.478182518 171.815882352 42.484962004 171.806714626 42.501467046,-5.4386704000000e+01,-5.2563030700000e+02,-1,-3.3826590000000e-01,1.7180015855130e+02,4.2489818092787e+01,1.5766098025735e+02,1.4086620000000e+04,4,4,4,4,5.5796191836150e-07,-8.8528833280014e-12,-6.8031203606074e-06,3.9995361120194e-10,-1.9273327558004e-06,3.5756034092014e-11,3.1938721570271e-10,-4.7517727363162e-06,3.5213279236335e-10,-2.6023227856814e-06,1.5227546094358e-11,2.0264166445094e-06,3.1188940404914e-10,-1.7057581136816e-11,-5.5789114110991e-07,4.1008606850213e-12,6.8028665927253e-06,-3.2284471641253e-10,1.9277647692787e-06,2.8942360939099e-11,-3.2281645817982e-10,4.7515592011288e-06,-3.0667938205149e-10,2.6026704673136e-06,4.0205218009542e-11,-2.0259609079676e-06,-3.4767041138934e-10,2.6603159342262e-12,1,-1.0724399699742e-13,-3.5194474725419e-15,-9.9443147318830e-14,-1.4575697871122e-14,-1.2609424058345e-13,-3.0660963912098e-14,3.5974539985565e-14,1.1055455565608e-14,1.7147528727863e-15,3.3346056640187e-14,1.0768705208699e-13,-7.0240841308383e-15,9.5518111545442e-14,5.3238964539090e-15,1.2236965753775e-13,2.2898127401331e-14,-3.9778203508998e-14,-1.6456002970111e-14,-5.6830688276920e-15,-3.1743102609944e-14
jw01176251001_02107_00004_nrcb3_cal.fits,F200W,2023-03-30,NRCB3,IMAGE,-32,2,2048,2048,0,1,SCI,6.0033304040793e+04,6.0033307147497e+04,6.0033310254201e+04,6.0033308745555e+04,6.0033311852113e+04,6.0033314958671e+04,5.2610200000000e+02,5.2610200000000e+02,N/A,EME2000,Definitive,6.0033307147497e+04,-1.5003729035241e+08,-2.1858621672917e+07,-9.0635974208274e+06,-1.1741908145905e+09,-2.7100248017964e+08,2.5925386485058e+08,4.2702854669437e+00,-2.7642048990576e+01,-1.1947892195269e+01,7.1753994588198e+01,-5.3445502422854e+02,-1.9675465652288e+02,1.5721647057661e+02,9.9995300779004e-01,MJy/sr,1.9579999446869e+00,4.6021673695451e+01,2.2500000000000e-14,9.5310000000000e-04,ICRS,1.7185713011835e+02,4.2347449237231e+01,1.5769941320448e+02,2,1.0245000000000e+03,1.0245000000000e+03,1.7181076938757e+02,4.2470817148056e+01,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,7.8969289892840e-06,3.3256518453795e-06,3.3108298092955e-06,-7.9176293908619e-06,POLYGON ICRS  171.795095988 42.475528674 171.804481394 42.459298063 171.826277929 42.466088992 171.817183452 42.482310528,-5.4610778000000e+01,-4.5770291300000e+02,-1,-4.5164689000000e-01,1.7181075118399e+02,4.2470826649852e+01,1.5766811746661e+02,1.4089070000000e+04,4,4,4,4,5.6047662507758e-07,-1.1353731604775e-11,-5.3098857092757e-06,4.1372957509257e-10,-1.9325717058466e-06,1.9677493818237e-11,3.1509274968973e-10,-2.5842647775805e-06,3.1777203733069e-10,-2.4923285592087e-06,-2.3255309335711e-11,2.8275036755486e-06,3.4221258867614e-10,-1.8267469214227e-11,-5.6016910746811e-07,7.8637601472920e-12,5.3097362989097e-06,-3.7407464825977e-10,1.9327795735026e-06,2.9393431618804e-11,-3.2025478574762e-10,2.5837969199956e-06,-3.0496480538546e-10,2.4925762033064e-06,5.8089738761286e-11,-2.8271348731821e-06,-3.7300568982505e-10,-1.1117734363764e-13,1,-9.1381894475372e-14,-7.1895157211781e-16,-1.0116568862457e-13,6.6938802467075e-15,-6.4414183997066e-14,2.0326592172007e-14,-3.8203166498607e-14,7.0088866450470e-15,-1.1272423002136e-14,-3.3716402991329e-14,9.1578252288784e-14,-6.9485594946470e-15,9.7410659099758e-14,-1.2971355719310e-14,6.0997791335057e-14,-2.3749298007933e-14,3.4776624920791e-14,-8.5659831270318e-15,6.9365993099033e-15,3.6274867617345e-14
jw01176251001_02107_00002_nrcb4_cal.fits,F200W,2023-03-30,NRCB4,IMAGE,-32,2,2048,2048,0,1,SCI,6.0033289874138e+04,6.0033292980842e+04,6.0033296087546e+04,6.0033294579565e+04,6.0033297686124e+04,6.0033300792682e+04,5.2610200000000e+02,5.2610200000000e+02,N/A,EME2000,Definitive,6.0033292980842e+04,-1.5004251265632e+08,-2.1824787155000e+07,-9.0489729907807e+06,-1.1742785123640e+09,-2.7034828864680e+08,2.5949462668518e+08,4.2628977893021e+00,-2.7643156196568e+01,-1.1948254808077e+01,7.1543100229971e+01,-5.3448623648513e+02,-1.9664728705926e+02,1.5732413174164e+02,9.9995301107966e-01,MJy/sr,1.7970000505447e+00,4.2237462866784e+01,2.3100000000000e-14,9.8140000000000e-04,ICRS,1.7185845533883e+02,4.2349594562698e+01,1.5770031269152e+02,2,1.0245000000000e+03,1.0245000000000e+03,1.7180229530926e+02,4.2490392374510e+01,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,8.0206744681303e-06,3.3640002104087e-06,3.3099328956608e-06,-8.0513764337878e-06,POLYGON ICRS  171.786357733 42.495261870 171.795890108 42.478766636 171.818000630 42.485545720 171.808833372 42.502050929,-5.4386704000000e+01,-5.2563030700000e+02,-1,-3.3826590000000e-01,1.7180227684474e+02,4.2490402095122e+01,1.5766239764164e+02,1.4084170000000e+04,4,4,4,4,5.5796191535540e-07,-8.8528829720101e-12,-6.8031203603863e-06,3.9995361116537e-10,-1.9273327602746e-06,3.5756033155900e-11,3.1938721601682e-10,-4.7517727438814e-06,3.5213279251497e-10,-2.6023227851786e-06,1.5227546374525e-11,2.0264166411080e-06,3.1188940319396e-10,-1.7057581989967e-11,-5.5789113811338e-07,4.1008602999738e-12,6.8028665925021e-06,-3.2284471639560e-10,1.9277647737434e-06,2.8942361828205e-11,-3.2281645851260e-10,4.7515592086826e-06,-3.0667938228475e-10,2.6026704668182e-06,4.0205217709578e-11,-2.0259609045625e-06,-3.4767041056239e-10,2.6603167771236e-12,1,-1.0724399447116e-13,-3.5194470336737e-15,-9.9443147144165e-14,-1.4575698161082e-14,-1.2609423669798e-13,-3.0660958244020e-14,3.5974539102282e-14,1.1055458216774e-14,1.7147525415512e-15,3.3346058373149e-14,1.0768704956600e-13,-7.0240845675169e-15,9.5518111393978e-14,5.3238967456598e-15,1.2236965366623e-13,2.2898121740192e-14,-3.9778202642630e-14,-1.6456005588419e-14,-5.6830684717766e-15,-3.1743104341225e-14
jw01176251001_02107_00001_nrcb3_cal.fits,F200W,2023-03-30,NRCB3,IMAGE,-32,2,2048,2048,0,1,SCI,6.0033281548223e+04,6.0033284654928e+04,6.0033287761632e+04,6.0033286254042e+04,6.0033289360600e+04,6.0033292467159e+04,5.2610200000000e+02,5.2610200000000e+02,N/A,EME2000,Definitive,6.0033284654928e+04,-1.5004557764850e+08,-2.1804901567929e+07,-9.0403778295618e+06,-1.1743299329679e+09,-2.6996379459614e+08,2.5963606398428e+08,4.2585557942194e+00,-2.7643806088206e+01,-1.1948467568024e+01,7.1419189859041e+01,-5.3450448274958e+02,-1.9658414969298e+02,1.5721783866526e+02,9.9995303676503e-01,MJy/sr,1.9579999446869e+00,4.6021673695451e+01,2.2500000000000e-14,9.5310000000000e-04,ICRS,1.7185924436747e+02,4.2348032268460e+01,1.5770077924382e+02,2,1.0245000000000e+03,1.0245000000000e+03,1.7181288719217e+02,4.2471400995976e+01,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,7.8970082706948e-06,3.3254628863938e-06,3.3106413441545e-06,-7.9177090267909e-06,POLYGON ICRS  171.797213799 42.476112798 171.806598767 42.459882022 171.828395726 42.466672566 171.819301689 42.482894263,-5.4610778000000e+01,-4.5770291300000e+02,-1,-4.5164689000000e-01,1.7181286898872e+02,4.2471410498093e+01,1.5766948555526e+02,1.4081150000000e+04,4,4,4,4,5.6047662794709e-07,-1.1353731831446e-11,-5.3098857110071e-06,4.1372957592914e-10,-1.9325716993771e-06,1.9677494206158e-11,3.1509275054540e-10,-2.5842647814179e-06,3.1777203729361e-10,-2.4923285609027e-06,-2.3255309394586e-11,2.8275036714949e-06,3.4221258861549e-10,-1.8267469397565e-11,-5.6016911032936e-07,7.8637603770037e-12,5.3097363006394e-06,-3.7407464908420e-10,1.9327795670389e-06,2.9393431269153e-11,-3.2025478658418e-10,2.5837969238410e-06,-3.0496480536927e-10,2.4925762049958e-06,5.8089738799034e-11,-2.8271348691452e-06,-3.7300568980246e-10,-1.1117717426998e-13,1,-9.1381895735725e-14,-7.1895092663473e-16,-1.0116569098506e-13,6.6938814720250e-15,-6.4414188323803e-14,2.0326594221434e-14,-3.8203163791372e-14,7.0088884370365e-15,-1.1272423207982e-14,-3.3716400397067e-14,9.1578253544906e-14,-6.9485601503423e-15,9.7410661437929e-14,-1.2971356959887e-14,6.0997795648702e-14,-2.3749300066741e-14,3.4776622222601e-14,-8.5659849068132e-15,6.9365995205250e-15,3.6274865044806e-14
jw04446002001_02105_00004_nrcb1_cal.fits,F200W,2023-04-23,NRCB1,IMAGE,-32,2,2048,2048,0,1,SCI,6.0057001329209e+04,6.0057003938841e+04,6.0057006548472e+04,6.0057004628358e+04,6.0057007237807e+04,6.0057009847257e+04,4.2947100000000e+02,4.4020800000000e+02,N/A,EME2000,Definitive,6.0057003938841e+04,-1.2920084069177e+08,-7.4957243221053e+07,-3.2197706484306e+07,-7.3559870889276e+08,-1.1325244140861e+09,-2.3071832514985e+08,1.5720402260758e+01,-2.3501724895290e+01,-1.0319127913464e+01,2.8040518660701e+02,-2.7226478361072e+02,-2.4824625759426e+02,1.3870490763287e+02,9.9993025857569e-01,MJy/sr,2.0559999942780e+00,4.8325109053892e+01,2.2300000000000e-14,9.4530000000000e-04,ICRS,1.7191246210863e+02,4.2342435208381e+01,1.3841377070814e+02,2,1.0245000000000e+03,1.0245000000000e+03,1.7183257413574e+02,4.2460071177751e+01,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,6.4137739302554e-06,5.6445363709948e-06,5.6188247858599e-06,-6.4261585697717e-06,POLYGON ICRS  171.815789409 42.460878565 171.831584146 42.447757946 171.849286955 42.459224167 171.833722731 42.472442604,-1.2237890300000e+02,-4.5773081800000e+02,-1,3.4507233000000e-01,1.7183253303994e+02,4.2460071848411e+01,1.3835983530287e+02,2.0912720000000e+04,3,3,3,3,1.1935385456246e-06,-6.6417503013154e-12,-5.3121067970698e-06,3.7697439281482e-10,1.2880755223423e-07,2.6402964525383e-12,3.0744547288681e-10,-2.5516007431034e-06,2.8928968973516e-10,-1.1336575755859e-06,4.0291985105042e-11,2.8026064093478e-06,3.3514622853643e-10,-4.3275927778354e-13,-1.1922114677789e-06,-5.4513396654611e-12,5.3020739784175e-06,-3.3673488206944e-10,-1.2843491271155e-07,7.7009592859081e-12,-3.2151723343473e-10,2.5473932606449e-06,-2.7696522121840e-10,1.1319971495185e-06,-1.9052229267949e-11,-2.8002433021496e-06,-3.7718536540774e-10,-2.1815006111123e-12,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
jw04446002001_02105_00002_nrcb3_cal.fits,F200W,2023-04-22,NRCB3,IMAGE,-32,2,2048,2048,0,1,SCI,6.0056989150702e+04,6.0056991760334e+04,6.0056994369965e+04,6.0056992450700e+04,6.0056995060150e+04,6.0056997669599e+04,4.2947100000000e+02,4.4020800000000e+02,N/A,EME2000,Definitive,6.0056991760334e+04,-1.2921737925941e+08,-7.4932512476253e+07,-3.2186847962496e+07,-7.3589371057386e+08,-1.1322378475809e+09,-2.3045731385519e+08,1.5715156761705e+01,-2.3504908668231e+01,-1.0320455434129e+01,2.8039396018562e+02,-2.7239503483476e+02,-2.4824823753301e+02,1.3789976930720e+02,9.9993024723796e-01,MJy/sr,1.9579999446869e+00,4.6021673695451e+01,2.2500000000000e-14,9.5310000000000e-04,ICRS,1.7191276129243e+02,4.2344783162771e+01,1.3841396805875e+02,2,1.0245000000000e+03,1.0245000000000e+03,1.7181379222657e+02,4.2449900261241e+01,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,6.3566141425518e-06,5.7578384237666e-06,5.7370027247705e-06,-6.3712443687650e-06,POLYGON ICRS  171.796894699 42.450521406 171.813024494 42.437495512 171.830542616 42.449223298 171.814688382 42.462311275,-5.4559807000000e+01,-4.5773114900000e+02,-1,-4.4742133000000e-01,1.7181374939328e+02,4.2449901235911e+01,1.3834719063720e+02,2.0910090000000e+04,4,4,4,4,5.6047662250778e-07,-1.1353730909491e-11,-5.3098857169760e-06,4.1372957566229e-10,-1.9325717061716e-06,1.9677494218352e-11,3.1509275056305e-10,-2.5842647828548e-06,3.1777203677307e-10,-2.4923285599277e-06,-2.3255308652123e-11,2.8275036721046e-06,3.4221258844708e-10,-1.8267468376653e-11,-5.6016910490937e-07,7.8637594531995e-12,5.3097363066178e-06,-3.7407464874389e-10,1.9327795738435e-06,2.9393431288844e-11,-3.2025478667072e-10,2.5837969252682e-06,-3.0496480484755e-10,2.4925762040307e-06,5.8089738081523e-11,-2.8271348697549e-06,-3.7300568974077e-10,-1.1117823784433e-13,1,-9.1381893281804e-14,-7.1895302380543e-16,-1.0116568722932e-13,6.6938820666085e-15,-6.4414184677025e-14,2.0326595349270e-14,-3.8203165716361e-14,7.0088884368309e-15,-1.1272422690695e-14,-3.3716398066668e-14,9.1578251095364e-14,-6.9485580689818e-15,9.7410657698374e-14,-1.2971357574470e-14,6.0997791983824e-14,-2.3749301177536e-14,3.4776624137520e-14,-8.5659849219260e-15,6.9365989781484e-15,3.6274862713326e-14
jw01176251001_02107_00001_nrca4_cal.fits,F200W,2023-03-30,NRCA4,IMAGE,-32,2,2048,2048,0,1,SCI,6.0033281548964e+04,6.0033284655668e+04,6.0033287762373e+04,6.0033286254783e+04,6.0033289361341e+04,6.0033292467899e+04,5.2610200000000e+02,5.2610200000000e+02,N/A,EME2000,Definitive,6.0033284655668e+04,-1.5004557737591e+08,-2.1804903337420e+07,-9.0403785943883e+06,-1.1743299283974e+09,-2.6996382880426e+08,2.5963605140311e+08,4.2585561805214e+00,-2.7643806030415e+01,-1.1948467549107e+01,7.1419200881818e+01,-5.3450448112968e+02,-1.9658415531138e+02,1.5774436398727e+02,9.9995299566230e-01,MJy/sr,1.8289999961853e+00,4.2989603366348e+01,2.2500000000000e-14,9.5550000000000e-04,ICRS,1.7185924436737e+02,4.2348032268419e+01,1.5770077926868e+02,2,1.0245000000000e+03,1.0245000000000e+03,1.7177524901018e+02,4.2460705420281e+01,RA---TAN-SIP,DEC--TAN-SIP,deg,deg,7.9321862448935e-06,3.2569170614237e-06,3.2539592245165e-06,-7.9574116644565e-06,POLYGON ICRS  171.759685473 42.465486203 171.768831586 42.449258148 171.790770893 42.455845287 171.781819669 42.472234538,5.2359040000000e+01,-4.5990117800000e+02,-1,1.0017832000000e-01,1.7177529824577e+02,4.2460679504035e+01,1.5764418566727e+02,1.4081150000000e+04,3,3,3,3,-3.9994085338949e-07,1.9632078205660e-11,-5.3041481261765e-06,3.8840162116961e-10,2.0841274629089e-06,1.6833533480274e-11,3.0389145313180e-10,-2.5701208382029e-06,3.5494724633472e-10,2.5934785128946e-06,3.7848857566881e-11,2.8044309774055e-06,3.5530967072788e-10,2.9948132976772e-11,3.9968746063971e-07,-1.5604124083389e-11,5.2942141668582e-06,-3.4960239115386e-10,-2.0803814956422e-06,-6.5768723732925e-11,-3.0928108206963e-10,2.5653549940066e-06,-3.4220648464944e-10,-2.5876686607662e-06,-7.3595950935103e-11,-2.8015185899378e-06,-3.8610773576820e-10,-1.0813256696718e-11,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
